company_name,company_ticker,entity_name,company_cik,2022,2021,2020
LESLIES,LESL,"Leslie's, Inc. (LESL)",0001821806,https://www.sec.gov/Archives/edgar/data/1821806/000095017022025883/lesl-20221001.htm,https://www.sec.gov/Archives/edgar/data/1821806/000095017021005153/lesl-20211002.htm,https://www.sec.gov/Archives/edgar/data/1821806/000156459020058237/lesl-10k_20201003.htm
LEXICON PHARMACEUTICALS INC,LXRX,"LEXICON PHARMACEUTICALS, INC. (LXRX)",0001062822,https://www.sec.gov/Archives/edgar/data/1062822/000106282222000005/lxrx-20211231.htm,https://www.sec.gov/Archives/edgar/data/1062822/000106282221000013/lxrx-20201231.htm,https://www.sec.gov/Archives/edgar/data/1062822/000106282220000015/lxrx-20191231.htm
LGI HOMES,LGIH,"LGI Homes, Inc. (LGIH)",0001580670,https://www.sec.gov/Archives/edgar/data/1580670/000158067022000023/lgih-20211231.htm,https://www.sec.gov/Archives/edgar/data/1580670/000158067021000020/lgih-20201231.htm,https://www.sec.gov/Archives/edgar/data/1580670/000158067020000017/a12311910k.htm
LHC GROUP,LHCG,"LHC Group, Inc",0001303313,https://www.sec.gov/Archives/edgar/data/1303313/000130331322000006/lhcg-20211231.htm,https://www.sec.gov/Archives/edgar/data/1303313/000130331321000009/lhcg-20201231.htm,https://www.sec.gov/Archives/edgar/data/1303313/000130331320000007/lhc201910kdocument.htm
LI CYCLE HOLDINGS CORP (A),LICY,Li-Cycle Holdings Corp. (LICY),0001828811,,,
LIBERTY BRAVES SERIES A,BATRA,"Liberty Media Corp (LSXMK, LSXMB, LSXMA, FWONK, FWONB, FWONA, BATRK, BATRB, BATRA)",0001560385,https://www.sec.gov/Archives/edgar/data/1560385/000155837022002199/lmca-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837021001967/lmca-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837020001494/lmca-20191231x10ked33ee.htm
LIBERTY BRAVES SERIES C,BATRK,"Liberty Media Corp (LSXMK, LSXMB, LSXMA, FWONK, FWONB, FWONA, BATRK, BATRB, BATRA)",0001560385,https://www.sec.gov/Archives/edgar/data/1560385/000155837022002199/lmca-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837021001967/lmca-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837020001494/lmca-20191231x10ked33ee.htm
LIBERTY BROADBAND SERIES A,LBRDA,"Liberty Broadband Corp (LBRDP, LBRDK, LBRDA)",0001611983,https://www.sec.gov/Archives/edgar/data/1611983/000155837022002157/lbrda-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1611983/000155837021002026/lbrda-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1611983/000155837020000441/lbrda-20191231x10k26291c.htm
LIBERTY BROADBAND SERIES C,LBRDK,"Liberty Broadband Corp (LBRDP, LBRDK, LBRDA)",0001611983,https://www.sec.gov/Archives/edgar/data/1611983/000155837022002157/lbrda-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1611983/000155837021002026/lbrda-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1611983/000155837020000441/lbrda-20191231x10k26291c.htm
LIBERTY ENERGY INC (A),LBRT,Liberty Energy Inc. (LBRT),0001694028,https://www.sec.gov/Archives/edgar/data/1694028/000169402822000006/lbrt-20211231.htm,https://www.sec.gov/Archives/edgar/data/1694028/000169402821000007/lbrt-20201231.htm,https://www.sec.gov/Archives/edgar/data/1694028/000169402820000019/lbrt-20191231.htm
LIBERTY FORMULA ONE SERIES A,FWONA,"Liberty Media Corp (LSXMK, LSXMB, LSXMA, FWONK, FWONB, FWONA, BATRK, BATRB, BATRA)",0001560385,https://www.sec.gov/Archives/edgar/data/1560385/000155837022002199/lmca-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837021001967/lmca-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837020001494/lmca-20191231x10ked33ee.htm
LIBERTY FORMULA ONE SERIES C,FWONK,"Liberty Media Corp (LSXMK, LSXMB, LSXMA, FWONK, FWONB, FWONA, BATRK, BATRB, BATRA)",0001560385,https://www.sec.gov/Archives/edgar/data/1560385/000155837022002199/lmca-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837021001967/lmca-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837020001494/lmca-20191231x10ked33ee.htm
LIBERTY LATIN AMERICA A,LILA,"Liberty Latin America Ltd. (LILA, LILAK)",0001712184,https://www.sec.gov/Archives/edgar/data/1712184/000171218422000059/lila-20211231.htm,https://www.sec.gov/Archives/edgar/data/1712184/000171218421000031/lila-20201231.htm,https://www.sec.gov/Archives/edgar/data/1712184/000171218420000027/llaform10-k2019annualr.htm
LIBERTY LATIN AMERICA C,LILAK,"Liberty Latin America Ltd. (LILA, LILAK)",0001712184,https://www.sec.gov/Archives/edgar/data/1712184/000171218422000059/lila-20211231.htm,https://www.sec.gov/Archives/edgar/data/1712184/000171218421000031/lila-20201231.htm,https://www.sec.gov/Archives/edgar/data/1712184/000171218420000027/llaform10-k2019annualr.htm
LIBERTY SIRIUSXM SERIES A,LSXMA,"Liberty Media Corp (LSXMK, LSXMB, LSXMA, FWONK, FWONB, FWONA, BATRK, BATRB, BATRA)",0001560385,https://www.sec.gov/Archives/edgar/data/1560385/000155837022002199/lmca-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837021001967/lmca-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837020001494/lmca-20191231x10ked33ee.htm
LIBERTY SIRIUSXM SERIES C,LSXMK,"Liberty Media Corp (LSXMK, LSXMB, LSXMA, FWONK, FWONB, FWONA, BATRK, BATRB, BATRA)",0001560385,https://www.sec.gov/Archives/edgar/data/1560385/000155837022002199/lmca-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837021001967/lmca-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1560385/000155837020001494/lmca-20191231x10ked33ee.htm
LIFE STORAGE,LSI,"LIFE STORAGE, INC. (LSI)",0000944314,https://www.sec.gov/Archives/edgar/data/1060224/000095017022002120/lsi-20211231.htm,https://www.sec.gov/Archives/edgar/data/1060224/000156459021007648/lsi-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1060224/000156459020006451/lsi-10k_20191231.htm
LIFE TIME GROUP HOLDINGS,LTH,"Life Time Group Holdings, Inc. (LTH)",0001869198,https://www.sec.gov/Archives/edgar/data/1869198/000186919822000010/lth-20211231.htm,,
LIFESTANCE HEALTH GROUP,LFST,"LifeStance Health Group, Inc. (LFST)",0001845257,https://www.sec.gov/Archives/edgar/data/1845257/000095017022004096/lfst-20211231.htm,,
LIFETIME BRANDS,LCUT,"LIFETIME BRANDS, INC (LCUT)",0000874396,https://www.sec.gov/Archives/edgar/data/874396/000162828022005583/lcut-20211231.htm,https://www.sec.gov/Archives/edgar/data/874396/000162828021004467/lcut-20201231.htm,https://www.sec.gov/Archives/edgar/data/874396/000162828020003560/lcut-20191231.htm
LIGAND PHARM B,LGND,"LIGAND PHARMACEUTICALS INC (LGND, LGNZZ)",0000886163,https://www.sec.gov/Archives/edgar/data/886163/000088616322000030/lgnd-20211231.htm,https://www.sec.gov/Archives/edgar/data/886163/000088616321000050/lgnd-20201231.htm,https://www.sec.gov/Archives/edgar/data/886163/000088616320000025/lgnd-20191231.htm
LIGHT & WONDER INC,LNW,"Light & Wonder, Inc. (LNW)",0000750004,https://www.sec.gov/Archives/edgar/data/750004/000075000422000007/sgms-20211231.htm,https://www.sec.gov/Archives/edgar/data/750004/000075000421000008/sgms-20201231.htm,https://www.sec.gov/Archives/edgar/data/750004/000075000420000007/sgms1231201910k.htm
LIGHTNING EMOTORS INC,ZEV,"Lightning eMotors, Inc. (ZEV, ZEV-WT)",0001802749,https://www.sec.gov/Archives/edgar/data/1802749/000155837022004767/zev-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1802749/000156459021017109/gik-10k_20201231.htm,
LIGHTWAVE LOGIC,LWLG,"Lightwave Logic, Inc. (LWLG)",0001325964,https://www.sec.gov/Archives/edgar/data/1325964/000155335022000198/lwlg_10k.htm,https://www.sec.gov/Archives/edgar/data/1325964/000155335021000261/lwlg10k1220.htm,https://www.sec.gov/Archives/edgar/data/1325964/000155335020000225/lwlg_10k.htm
LILLY (ELI) & CO,LLY,ELI LILLY & Co (LLY),0000059478,https://www.sec.gov/Archives/edgar/data/59478/000005947822000068/lly-20211231.htm,https://www.sec.gov/Archives/edgar/data/59478/000005947821000083/lly-20201231.htm,https://www.sec.gov/Archives/edgar/data/59478/000005947820000057/lly-20191231x10xk.htm
LINCOLN ELECTRIC HOLDINGS,LECO,LINCOLN ELECTRIC HOLDINGS INC (LECO),0000059527,https://www.sec.gov/Archives/edgar/data/59527/000005952722000006/leco-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/59527/000005952721000008/leco-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/59527/000005952720000007/leco-20191231x10k.htm
LINCOLN NATIONAL CORP,LNC,"LINCOLN NATIONAL CORP (LNC, LNC-PD)",0000059558,https://www.sec.gov/Archives/edgar/data/59558/000005955822000008/lnc-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/59558/000005955821000011/lnc-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/59558/000005955820000012/lnc-20191231x10k.htm
LINDBLAD EXPEDITIONS HOLDINGS,LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC. (LIND)",0001512499,https://www.sec.gov/Archives/edgar/data/1512499/000143774922004682/lindb20211231_10k.htm,https://www.sec.gov/Archives/edgar/data/1512499/000143774921005933/lindb20201231_10k.htm,https://www.sec.gov/Archives/edgar/data/1512499/000143774920003599/lindb20191231_10k.htm
LINDE PLC,LIN,LINDE PLC (LIN),0001707925,https://www.sec.gov/Archives/edgar/data/1707925/000162828022004180/lin-20211231.htm,https://www.sec.gov/Archives/edgar/data/1707925/000162828021003574/lin-20201231.htm,https://www.sec.gov/Archives/edgar/data/1707925/000170792520000015/lin201910-k.htm
LINDSAY CORPORATION,LNN,LINDSAY CORP (LNN),0000836157,https://www.sec.gov/Archives/edgar/data/836157/000095017022019799/lnn-20220831.htm,https://www.sec.gov/Archives/edgar/data/836157/000156459021051450/lnn-10k_20210831.htm,https://www.sec.gov/Archives/edgar/data/836157/000156459020047271/lnn-10k_20200831.htm
LIONS GATE ENTERTAINMENT CLASS A,LGF.A,,,,,
LIONS GATE ENTERTAINMENT CLASS B,LGF.B,,,,,
LIQUIDIA CORPORATION,LQDA,Liquidia Corp (LQDA),0001819576,https://www.sec.gov/Archives/edgar/data/1819576/000155837022003850/lqda-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1819576/000143774921007174/lqda20201231_10k.htm,
LIQUIDITY SERVICES,LQDT,LIQUIDITY SERVICES INC (LQDT),0001235468,https://www.sec.gov/Archives/edgar/data/1235468/000123546822000142/lqdt-20220930.htm,https://www.sec.gov/Archives/edgar/data/1235468/000123546821000173/lqdt-20210930.htm,https://www.sec.gov/Archives/edgar/data/1235468/000123546820000206/lqdt-20200930.htm
LITHIA MOTORS,LAD,LITHIA MOTORS INC (LAD),0001023128,https://www.sec.gov/Archives/edgar/data/1023128/000102312822000042/lad-20211231.htm,https://www.sec.gov/Archives/edgar/data/1023128/000102312821000022/lad-20201231.htm,https://www.sec.gov/Archives/edgar/data/1023128/000102312820000018/lad2019-q4_10k.htm
LITTELFUSE,LFUS,LITTELFUSE INC /DE (LFUS),0000889331,https://www.sec.gov/Archives/edgar/data/889331/000088933122000011/lfus-20220101.htm,https://www.sec.gov/Archives/edgar/data/889331/000088933121000010/lfus-20201226.htm,https://www.sec.gov/Archives/edgar/data/889331/000088933120000014/lfus-122819x10k.htm
LIVANOVA,LIVN,LivaNova PLC (LIVN),0001639691,https://www.sec.gov/Archives/edgar/data/1639691/000163969122000013/livn-20211231.htm,https://www.sec.gov/Archives/edgar/data/1639691/000163969121000016/livn-20201231.htm,https://www.sec.gov/Archives/edgar/data/1639691/000163969120000018/livn-20191231x10xk.htm
LIVE NATION ENTERTAINMENT,LYV,"Live Nation Entertainment, Inc. (LYV)",0001335258,https://www.sec.gov/Archives/edgar/data/1335258/000133525822000019/lyv-20211231.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525821000009/lyv-20201231.htm,https://www.sec.gov/Archives/edgar/data/1335258/000133525820000028/lyv-20191231.htm
LIVE OAK BANCSHARES,LOB,"Live Oak Bancshares, Inc. (LOB)",0001462120,https://www.sec.gov/Archives/edgar/data/1462120/000156459022006729/lob-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1462120/000156459021008974/lob-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1462120/000156459020007421/lob-10k_20191231.htm
LIVENT,LTHM,Livent Corp. (LTHM),0001742924,https://www.sec.gov/Archives/edgar/data/1742924/000174292422000007/lthm-20211231.htm,https://www.sec.gov/Archives/edgar/data/1742924/000174292421000016/lthm-20201231.htm,https://www.sec.gov/Archives/edgar/data/1742924/000174292420000012/livent201910-k.htm
LIVEPERSON INC,LPSN,LIVEPERSON INC (LPSN),0001102993,https://www.sec.gov/Archives/edgar/data/1102993/000110299322000015/lpsn-20211231.htm,https://www.sec.gov/Archives/edgar/data/1102993/000110299321000031/lpsn-20201231.htm,https://www.sec.gov/Archives/edgar/data/1102993/000110299320000017/a201910-kliveperson.htm
LIVERAMP HOLDINGS,RAMP,"LiveRamp Holdings, Inc. (RAMP)",0000733269,https://www.sec.gov/Archives/edgar/data/733269/000073326922000026/ramp-20220331.htm,https://www.sec.gov/Archives/edgar/data/733269/000073326921000017/ramp-20210331.htm,https://www.sec.gov/Archives/edgar/data/733269/000073326920000028/ramp-20200331.htm
LIVEVOX HOLDINGS INC (A),LVOX,"LiveVox Holdings, Inc. (LVOX, LVOXW)",0001723648,https://www.sec.gov/Archives/edgar/data/1723648/000172364822000030/lvox-20211231.htm,https://www.sec.gov/Archives/edgar/data/1723648/000156459021010384/crsa-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1723648/000156459020012055/crsa-10k_20191231.htm
LKQ,LKQ,LKQ CORP (LKQ),0001065696,https://www.sec.gov/Archives/edgar/data/1065696/000106569622000006/lkq-20211231.htm,https://www.sec.gov/Archives/edgar/data/1065696/000106569621000010/lkq-20201231.htm,https://www.sec.gov/Archives/edgar/data/1065696/000106569620000008/lkq-2019123110k.htm
LL FLOORING HOLDINGS INC,LL,"LL Flooring Holdings, Inc. (LL)",0001396033,https://www.sec.gov/Archives/edgar/data/1396033/000155837022001644/ll-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1396033/000155837021002205/ll-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1396033/000155837020001266/ll-20191231x10k.htm
LOCAL BOUNTI CORPORATION (A),LOCL,"Local Bounti Corporation/DE (LOCL, LOCL-WT)",0001840780,https://www.sec.gov/Archives/edgar/data/1840780/000162828022007907/locl-20211231.htm,,
LOCKHEED MARTIN CORP,LMT,LOCKHEED MARTIN CORP (LMT),0000936468,https://www.sec.gov/Archives/edgar/data/936468/000093646822000008/lmt-20211231.htm,https://www.sec.gov/Archives/edgar/data/936468/000093646821000013/lmt-20201231.htm,https://www.sec.gov/Archives/edgar/data/936468/000093646820000016/lmtq4201910k.htm
LOEW'S,L,LOEWS CORP (L),0000060086,https://www.sec.gov/Archives/edgar/data/60086/000006008622000007/l-20211231.htm,https://www.sec.gov/Archives/edgar/data/60086/000114036121003906/brhc10019732_10k.htm,https://www.sec.gov/Archives/edgar/data/60086/000119312520031657/d816698d10k.htm
LORDSTOWN MOTORS CORP (A),RIDE,Lordstown Motors Corp. (RIDE),0001759546,https://www.sec.gov/Archives/edgar/data/1759546/000155837022002265/ride-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1759546/000155837021003449/ride-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1759546/000121390020007365/f10k2019_diamondpeakholdings.htm
LOUISIANA-PACIFIC,LPX,LOUISIANA-PACIFIC CORP (LPX),0000060519,https://www.sec.gov/Archives/edgar/data/60519/000162828022003299/lpx-20211231.htm,https://www.sec.gov/Archives/edgar/data/60519/000162828021002469/lpx-20201231.htm,https://www.sec.gov/Archives/edgar/data/60519/000179349820000014/lpx1231201910k.htm
LOVESAC,LOVE,Lovesac Co (LOVE),0001701758,https://www.sec.gov/Archives/edgar/data/1701758/000162828022007882/love-20220130.htm,https://www.sec.gov/Archives/edgar/data/1701758/000121390021021548/f10k2021_lovesac.htm,https://www.sec.gov/Archives/edgar/data/1701758/000121390020010439/f10k2020_thelovesaccompany.htm
LOWES COS INC,LOW,LOWES COMPANIES INC (LOW),0000060667,https://www.sec.gov/Archives/edgar/data/60667/000006066722000038/low-20220128.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066721000026/low-20210129.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066720000036/form10k01312020.htm
LOYALTY VENTURES,LYLT,"Loyalty Ventures Inc. (LYLT, LYLTQ)",0001870997,https://www.sec.gov/Archives/edgar/data/1870997/000155837022002348/lylt-20211231x10k.htm,,
LPL FINANCIAL HOLDINGS,LPLA,LPL Financial Holdings Inc. (LPLA),0001397911,https://www.sec.gov/Archives/edgar/data/1397911/000139791122000014/lpla-20211231.htm,https://www.sec.gov/Archives/edgar/data/1397911/000139791121000029/lpla-20201231.htm,https://www.sec.gov/Archives/edgar/data/1397911/000139791120000023/lpla2019123110-kx2019.htm
LSB INDUSTRIES,LXU,"LSB INDUSTRIES, INC. (LXU)",0000060714,https://www.sec.gov/Archives/edgar/data/60714/000156459022006694/lxu-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/60714/000156459021008804/lxu-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/60714/000156459020006380/lxu-10k_20191231.htm
LTC PROPERTIES,LTC,LTC PROPERTIES INC (LTC),0000887905,https://www.sec.gov/Archives/edgar/data/887905/000155837022001362/ltc-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/887905/000155837021001231/ltc-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/887905/000155837020001096/ltc-20191231x10kd9bbf1.htm
LUCID GROUP INC (A),LCID,"Lucid Group, Inc. (LCID)",0001811210,https://www.sec.gov/Archives/edgar/data/1811210/000162828022004253/lcid-20211231.htm,https://www.sec.gov/Archives/edgar/data/1811210/000110465921036537/tm211742d1_10k.htm,
LULULEMON ATHLETICA INC.,LULU,lululemon athletica inc. (LULU),0001397187,https://www.sec.gov/Archives/edgar/data/1397187/000139718722000014/lulu-20220130.htm,https://www.sec.gov/Archives/edgar/data/1397187/000139718721000009/lulu-20210131.htm,https://www.sec.gov/Archives/edgar/data/1397187/000139718720000012/lulu-20200202x10k.htm
LULUS FASHION LOUNGE HOLDINGS,LVLU,"Lulu's Fashion Lounge Holdings, Inc. (LVLU)",0001780201,https://www.sec.gov/Archives/edgar/data/1780201/000155837022004959/tmb-20220102x10k.htm,,
LUMEN TECHNOLOGIES INC,LUMN,"Lumen Technologies, Inc. (LUMN)",0000018926,https://www.sec.gov/Archives/edgar/data/18926/000001892622000007/lumn-20211231.htm,https://www.sec.gov/Archives/edgar/data/18926/000001892621000017/ctl-20201231.htm,https://www.sec.gov/Archives/edgar/data/18926/000001892620000009/ctl2019123110k.htm
LUMENTUM HOLDINGS,LITE,Lumentum Holdings Inc. (LITE),0001633978,https://www.sec.gov/Archives/edgar/data/1633978/000162828022023617/lite-20220702.htm,https://www.sec.gov/Archives/edgar/data/1633978/000162828021017799/lite-20210703.htm,https://www.sec.gov/Archives/edgar/data/1633978/000163397820000011/lumentumfy2010k.htm
LUMINAR TECHNOLOGIES INC (A),LAZR,"Luminar Technologies, Inc./DE (LAZR)",0001758057,https://www.sec.gov/Archives/edgar/data/1758057/000162828022004366/lazr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1758057/000162828021006908/lazr-20201231.htm,https://www.sec.gov/Archives/edgar/data/1758057/000156459020010877/gmhi-10k_20191231.htm
LUTHER BURBANK,LBC,Luther Burbank Corp (LBC),0001475348,https://www.sec.gov/Archives/edgar/data/1475348/000147534822000009/lbc-20211231.htm,https://www.sec.gov/Archives/edgar/data/1475348/000147534821000009/lbc-20201231.htm,https://www.sec.gov/Archives/edgar/data/1475348/000147534820000013/a2019lbc10k.htm
LUXFER HOLDINGS,LXFR,LUXFER HOLDINGS PLC (LXFR),0001096056,https://www.sec.gov/Archives/edgar/data/1096056/000109605622000015/lxfr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1096056/000109605621000010/lxfr-20201231.htm,https://www.sec.gov/Archives/edgar/data/1096056/000109605620000019/a10-k2019.htm
LXP INDUSTRIAL TRUST,LXP,"LXP Industrial Trust (LXP, LXP-PC)",0000910108,https://www.sec.gov/Archives/edgar/data/910108/000144483822000004/lxp-20211231.htm,https://www.sec.gov/Archives/edgar/data/910108/000144483821000004/lxp-20201231.htm,https://www.sec.gov/Archives/edgar/data/910108/000144483820000003/lxp2019123110k.htm
LYELL IMMUNOPHARMA,LYEL,"Lyell Immunopharma, Inc. (LYEL)",0001806952,https://www.sec.gov/Archives/edgar/data/1806952/000162828022007708/lyel-20211231.htm,,
LYFT,LYFT,"Lyft, Inc. (LYFT)",0001759509,https://www.sec.gov/Archives/edgar/data/1759509/000175950922000016/lyft-20211231.htm,https://www.sec.gov/Archives/edgar/data/1759509/000175950921000011/lyft-20201231.htm,https://www.sec.gov/Archives/edgar/data/1759509/000175950920000009/lyft-20191231.htm
LYONDELLBASELL INDUSTRIES CL A,LYB,LyondellBasell Industries N.V. (LYB),0001489393,https://www.sec.gov/Archives/edgar/data/1489393/000148939322000009/lyb-20211231.htm,https://www.sec.gov/Archives/edgar/data/1489393/000148939321000007/lyb-20201231.htm,https://www.sec.gov/Archives/edgar/data/1489393/000148939320000009/a2019q410k.htm
M/I HOMES,MHO,"M/I HOMES, INC. (MHO)",0000799292,https://www.sec.gov/Archives/edgar/data/799292/000079929222000006/mho-20211231.htm,https://www.sec.gov/Archives/edgar/data/799292/000079929221000032/mho-20201231.htm,https://www.sec.gov/Archives/edgar/data/799292/000079929220000033/mho-20191231x10k.htm
M&T BANK,MTB,"M&T BANK CORP (MTB, MTB-PH)",0000036270,https://www.sec.gov/Archives/edgar/data/36270/000156459022005400/mtb-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/36270/000156459021007188/mtb-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/36270/000156459020005365/mtb-10k_20191231.htm
MACATAWA BANK,MCBC,MACATAWA BANK CORP (MCBC),0001053584,https://www.sec.gov/Archives/edgar/data/1053584/000114036122005958/brhc10034128_10k.htm,https://www.sec.gov/Archives/edgar/data/1053584/000114036121005373/brhc10020494_10k.htm,https://www.sec.gov/Archives/edgar/data/1053584/000114036120003706/form10k.htm
MACERICH,MAC,MACERICH CO (MAC),0000912242,https://www.sec.gov/Archives/edgar/data/912242/000091224222000003/mac-20211231.htm,https://www.sec.gov/Archives/edgar/data/912242/000091224221000004/mac-20201231.htm,https://www.sec.gov/Archives/edgar/data/912242/000091224220000004/mac-20191231.htm
MACOM TECHNOLOGY SOLUTIONS HOLDINGS,MTSI,"MACOM Technology Solutions Holdings, Inc. (MTSI)",0001493594,https://www.sec.gov/Archives/edgar/data/1493594/000149359422000047/mtsi-20220930.htm,https://www.sec.gov/Archives/edgar/data/1493594/000149359421000079/mtsi-20211001.htm,https://www.sec.gov/Archives/edgar/data/1493594/000149359420000063/mtsi-20201002.htm
MACROGENICS,MGNX,MACROGENICS INC (MGNX),0001125345,https://www.sec.gov/Archives/edgar/data/1125345/000112534522000013/mgnx-20211231.htm,https://www.sec.gov/Archives/edgar/data/1125345/000112534521000035/mgnx-20201231.htm,https://www.sec.gov/Archives/edgar/data/1125345/000112534520000031/mgnx-20191231.htm
MACYS,M,"Macy's, Inc. (M)",0000794367,https://www.sec.gov/Archives/edgar/data/794367/000156459022011726/m-10k_20220129.htm,https://www.sec.gov/Archives/edgar/data/794367/000156459021016119/m-10k_20210130.htm,https://www.sec.gov/Archives/edgar/data/794367/000079436720000040/m-0201202010xk.htm
MADISON SQUARE GARDEN ENTERTAINMENT,MSGE,Madison Square Garden Entertainment Corp. (MSGE),0001795250,https://www.sec.gov/Archives/edgar/data/1795250/000119312522032688/d298997d10ka.htm,https://www.sec.gov/Archives/edgar/data/1795250/000179525021000015/msg-20210630.htm,https://www.sec.gov/Archives/edgar/data/1795250/000179525020000011/msge0630202010k.htm
MADISON SQUARE GARDEN SPORTS CORP,MSGS,Madison Square Garden Sports Corp. (MSGS),0001636519,https://www.sec.gov/Archives/edgar/data/1636519/000163651922000009/msgs-20220630.htm,https://www.sec.gov/Archives/edgar/data/1636519/000163651921000010/msgs-20210630.htm,https://www.sec.gov/Archives/edgar/data/1636519/000163651920000025/msgs0630202010k.htm
MADRIGAL PHARMACEUTICALS,MDGL,"MADRIGAL PHARMACEUTICALS, INC. (MDGL)",0001157601,https://www.sec.gov/Archives/edgar/data/1157601/000119312522051569/d243442d10k.htm,https://www.sec.gov/Archives/edgar/data/1157601/000119312521056164/d103755d10k.htm,https://www.sec.gov/Archives/edgar/data/1157601/000119312520049021/d796399d10k.htm
MAGNITE INC,MGNI,"MAGNITE, INC. (MGNI)",0001595974,https://www.sec.gov/Archives/edgar/data/1595974/000159597422000010/mgni-20211231.htm,https://www.sec.gov/Archives/edgar/data/1595974/000159597421000016/mgni-20201231.htm,https://www.sec.gov/Archives/edgar/data/1595974/000159597420000026/rubiq42019.htm
MAGNOLIA OIL & GAS CORPORATION (A),MGY,Magnolia Oil & Gas Corp (MGY),0001698990,https://www.sec.gov/Archives/edgar/data/1698990/000169899022000007/mgy-20211231.htm,https://www.sec.gov/Archives/edgar/data/1698990/000169899021000003/mgy-20201231.htm,https://www.sec.gov/Archives/edgar/data/1698990/000169899020000004/a10-k2019.htm
MALIBU BOATS,MBUU,"MALIBU BOATS, INC. (MBUU)",0001590976,https://www.sec.gov/Archives/edgar/data/1590976/000159097622000050/mbuu-20220630.htm,https://www.sec.gov/Archives/edgar/data/1590976/000159097621000065/mbuu-20210630.htm,https://www.sec.gov/Archives/edgar/data/1590976/000159097620000069/mbuu-20200630.htm
MANDIANT INC,MNDT,"Mandiant, Inc.",0001370880,https://www.sec.gov/Archives/edgar/data/1370880/000137088022000004/mndt-20211231.htm,https://www.sec.gov/Archives/edgar/data/1370880/000137088021000010/feye-20201231.htm,https://www.sec.gov/Archives/edgar/data/1370880/000137088020000008/a10-kxfeyex20191231.htm
MANHATTAN ASSOC,MANH,MANHATTAN ASSOCIATES INC (MANH),0001056696,https://www.sec.gov/Archives/edgar/data/1056696/000156459022004100/manh-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1056696/000156459021004542/manh-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1056696/000156459020003915/manh-10k_20191231.htm
MANITOWOC CO,MTW,MANITOWOC CO INC (MTW),0000061986,https://www.sec.gov/Archives/edgar/data/61986/000095017022001624/mtw-20211231.htm,https://www.sec.gov/Archives/edgar/data/61986/000156459021005680/mtw-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/61986/000156459020004745/mtw-10k_20191231.htm
MANNING & NAPIER,MN,"Manning & Napier, Inc.",0001524223,https://www.sec.gov/Archives/edgar/data/1524223/000152422322000014/mn-20211231.htm,https://www.sec.gov/Archives/edgar/data/1524223/000152422321000016/mn-20201231.htm,https://www.sec.gov/Archives/edgar/data/1524223/000152422320000015/mn201910-k_12312019.htm
